title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
ZINC000019796155_clozapin,-45.6386251162003,-69.6391976539799,8.03524993680026,-0.333040089999997,-27.64398726588,-4.5901602288,0.0,87.8290914877002,,-39.2965813919002,8.54810412360001,1.4569996044,8.0352499368,0.0,0.59470167917,0.0,0.0,-1.0611155629,,-0.477731533899998,39.6048331162,-8.96931894602,36.7040295332,0.0,-4.98683190512,0.0,0.0,-15.6288600377,,32.4858144719,-14657.8970188,-10535.9683496,1476.54515564,-199.918564762,-866.059561608,-41.0737010848,-48.8536313209,-2599.3111657,,-1843.25720041,39.6048331162,-8.96931894602,36.7040295332,0.0,-4.98683190512,0.0,0.0,-15.6288600377,,32.4858144719,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-54.1867292398001,-71.0961972583791,2.27373675443232e-13,-0.333040089999997,-28.2386889450499,-4.5901602288,0.0,88.8902070506001,,-38.818849858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.98428804853043,-2.97643207279565,-11.03583338127
135398745,-42.6911115854,-68.5172238955001,10.9283877012001,-0.578985347000014,-23.4101753881801,-4.15752423670001,0.0,89.6579991360004,,-46.613589646,7.8252929492,1.7717083047,10.9283360324,0.0,0.54160372288,0.0,0.0,-1.1223229352,,-4.2940321757,54.8048431854,10.3719625955,41.6630880888,0.0,-4.40084831882,0.0,0.0,-13.698571876,,20.869212696,-14639.7494952,-10515.5050943,1484.39735196,-200.164510019,-861.239766144,-40.6410650927,-48.8536313209,-2595.55196989,,-1862.19081044,54.8048431854,10.3719625955,41.6630880888,0.0,-4.40084831882,0.0,0.0,-13.698571876,,20.869212696,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-50.5164045345991,-70.2889322001993,5.16688000971044e-05,-0.578985347000014,-23.95177911106,-4.15752423670001,0.0,90.7803220712003,,-42.3195574703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.94050507206364,-2.91075760809546,-10.4352648676024
ZINC000000004893_asenapin,-54.3974887328986,-66.778798424979,1.87072086879994,-0.000952173000001721,-27.48914823579,-3.42969484930001,0.0,77.7506170234001,,-36.3202330564,1.7488154992,-0.1202736597,1.8707208759,0.0,0.16313122869,0.0,0.0,0.0377946523000006,,-0.2025575981,30.8509979329,3.65623532498,24.5394756312,0.0,-4.85964296621,0.0,0.0,-13.6072177334,,21.1221476764,-14675.4097176,-10520.4823961,1458.21607267,-199.586476845,-865.777533639,-39.9132357053,-48.8536313209,-2607.36799786,,-1851.64451887,30.8509979329,3.65623532498,24.5394756312,0.0,-4.85964296621,0.0,0.0,-13.6072177334,,21.1221476764,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-56.1463042320993,-66.6585247652802,-7.09997038939036e-09,-0.000952173000001721,-27.65227946448,-3.42969484930001,0.0,77.7128223711002,,-36.1176754583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.719874436645,-4.0798116549675,-13.6138972805894
ZINC000019203912_fluphenazin,-32.3120960802007,-86.3533592667991,5.10842919430002,-0.613149732000011,-26.45288958173,-3.3282662588,0.0,118.6069293662,,-39.2797898961001,6.89930195220001,1.398865738,5.1084291967,0.0,-0.20539641421,0.0,0.0,-0.0853512489999986,,0.682754680800002,79.8526887802,54.5247075668,16.9471005957,0.0,-6.12763293227,0.0,0.0,-16.2963272062,,30.8048407561,-14604.3226341,-10489.1884847,1453.86140596,-200.198674404,-866.009264951,-39.8118071148,-48.8536313209,-2569.20079499,,-1844.92138263,79.8526887802,54.5247075668,16.9471005957,0.0,-6.12763293227,0.0,0.0,-16.2963272062,,30.8048407561,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-39.2113980324011,-87.7522250048005,-2.39992914430331e-09,-0.613149732000011,-26.24749316752,-3.3282662588,0.0,118.6922806152,,-39.9625445769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.07706986934,-1.61560480401,-7.34166029790671
ZINC000001481956_paliperidon_2,-47.5235807348981,-75.4285584354984,3.74358412660013,-1.17646788600001,-18.07236968361,-5.2064990489,0.0,98.5021740053999,,-49.8854438137,4.95012357457,0.706332932200002,3.7435841305,0.0,0.0834492426,0.0,0.0,-0.376641489000001,,0.793398758399995,2.0114113349,-29.5094576645,21.4211462634,0.0,-2.72004162239,0.0,0.0,-19.8747251954,,32.6944895537,-14697.3753962,-10562.2978491,1456.97060656,-200.761992558,-854.221153743,-41.6900399049,-48.8536313209,-2592.88394834,,-1853.63738775,2.0114113349,-29.5094576645,21.4211462634,0.0,-2.72004162239,0.0,0.0,-19.8747251954,,32.6944895537,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-52.4737043094683,-76.1348913676993,-3.89991328120232e-09,-1.17646788600001,-18.1558189262099,-5.2064990489,0.0,98.8788154944,,-50.6788425721002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.53301873338387,-2.29952810007581,-10.7180238785597
ZINC000000897251_donpezil_1,-44.3118653895999,-83.6890798466011,9.68626965080011,-0.693731955000004,-28.20053393764,-2.8462587219,0.0,98.9815018100999,,-37.5500323893,11.3463646464,-1.6385487291,9.6862696495,0.0,-0.23767282172,0.0,0.0,0.412165589999999,,3.1241509577,41.9366213896,25.9785235466,12.7211612392,0.0,-4.23047847536,0.0,0.0,-15.9504177901,,23.4178328693,-14654.2384708,-10515.0703893,1454.21330706,-200.279256627,-865.85975485,-39.3297995779,-48.8536313209,-2588.48031313,,-1850.57863301,41.9366213896,25.9785235466,12.7211612392,0.0,-4.23047847536,0.0,0.0,-15.9504177901,,23.4178328693,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-55.6582300360005,-82.0505311175002,1.3001226761844e-09,-0.693731955000004,-27.96286111592,-2.8462587219,0.0,98.5693362201,,-40.6741833470001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.58256662105714,-2.37384993158571,-10.2284795848218
ZINC000000897251_donpezil_1,-49.2599399895007,-84.0767732052991,5.714996531,-0.832478183000006,-27.32392349657,-3.2909616303,0.0,97.2792135741997,,-36.7300136139002,10.0107709359,-0.574580466299999,5.7149965317,0.0,-0.12986278057,0.0,0.0,0.1085975628,,4.8916200882,44.4289903895,27.0550809053,14.671072009,0.0,-4.54760758443,0.0,0.0,-15.8726605442,,23.1231056039,-14656.6941764,-10514.3815253,1452.19194471,-200.418002855,-865.300273518,-39.7745024863,-48.8536313209,-2590.10484412,,-1850.0533415,44.4289903895,27.0550809053,14.671072009,0.0,-4.54760758443,0.0,0.0,-15.8726605442,,23.1231056039,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-59.2707109254006,-83.5021927389989,-7.00083546689712e-10,-0.832478183000006,-27.1940607160001,-3.2909616303,0.0,97.1706160113999,,-41.6216337021001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.75928357105357,-2.63892535658036,-11.3706404842619
ZINC000030691736_aprimilast,-15.9394702418995,-12.2364547428006,2.45220338058994,-0.98423964700001,-25.5787102866301,-2.84847183980001,0.0,61.4573229163998,,-38.2011200765,12.0398745014,3.6394177408,2.45220338869,0.0,0.0055385147,0.0,0.0,-1.4837721522,,7.4264870094,-81.0724966581,-99.8048432572,9.99794819941,0.0,-2.77859620037,0.0,0.0,-11.6255258264,,23.1385204265,-14748.8751937,-10569.401131,1444.25602775,-200.569764319,-861.786048924,-39.3320126958,-48.8536313209,-2621.67960006,,-1851.50903314,-81.0724966581,-99.8048432572,9.99794819941,0.0,-2.77859620037,0.0,0.0,-11.6255258264,,23.1385204265,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-27.9793447433003,-15.8758724836007,-8.0999598139897e-09,-0.98423964700001,-25.5842488013301,-2.84847183980001,0.0,62.9410950685997,,-45.6276070859001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.498108445059375,-0.747162667589063,-3.56928188071018
ZINC000003872605_fluvoxamine,-39.4097221650009,-68.7218296836509,2.97218217703994,-1.093198946,-21.56623088101,-2.7558198841,0.0,87.8219728199001,,-36.0667978193001,5.8715928942,0.61584614599,2.97218217634,0.0,-0.62734098031,0.0,0.0,-0.0925760622999974,,3.0034816144,10.474219465,9.16681008365,8.72978060296,0.0,-2.38557600099,0.0,0.0,-19.3305496199,,14.2937543993,-14680.7987295,-10516.9148526,1443.50783895,-200.678723618,-857.380549319,-39.2393607401,-48.8536313209,-2603.01997395,,-1858.21947691,10.474219465,9.16681008365,8.72978060296,0.0,-2.38557600099,0.0,0.0,-19.3305496199,,14.2937543993,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-45.281315059201,-69.3376758296399,7.00083546689712e-10,-1.093198946,-20.9388899007,-2.7558198841,0.0,87.9145488822001,,-39.0702794337001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.7913510075,-2.68702651125,-9.63317360166936
ZINC000000597013_donpezil_2,-43.2879218434991,-76.216247619599,9.29753101899996,-0.616393406000014,-26.57086181666,-2.3256753956,0.0,96.9478219010998,,-43.8040966164001,8.1550976159,-1.7286486106,9.2975310185,0.0,-0.26582371201,0.0,0.0,0.6419492994,,0.210089620599998,42.9397365435,25.9714559196,14.314597281,0.0,-4.64029053234,0.0,0.0,-15.8319298611,,23.1259037364,-14652.2114121,-10507.6046247,1455.41800447,-200.201918078,-864.639894786,-38.8092162516,-48.8536313209,-2590.39550511,,-1857.12462637,42.9397365435,25.9714559196,14.314597281,0.0,-4.64029053234,0.0,0.0,-15.8319298611,,23.1259037364,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-51.4430194593988,-74.4875990089986,4.99994712299667e-10,-0.616393406000014,-26.3050381046501,-2.3256753956,0.0,96.3058726016998,,-44.0141862370001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.54599720869643,-2.31899581304464,-9.99212335009303
ZINC000084758479_brexpiprazol,-40.8510446108103,-70.6994244046,-2.25677323729997,-1.13684539900001,-17.5642828058,-6.9406861005,0.0,106.6588381748,,-48.9118709180002,6.76861694801,2.2720686074,-2.2567732339,0.0,4.38830516664,0.0,0.0,-2.5348793509,,4.8998957587,-3.07872428919,-21.7165840954,18.8777821373,0.0,-10.3099254142,0.0,0.0,-16.0840538248,,26.154056908,-14695.7929957,-10549.7758415,1448.42688507,-200.722370071,-861.302950657,-43.4242269565,-48.8536313209,-2580.9366128,,-1859.2042475,-3.07872428919,-21.7165840954,18.8777821373,0.0,-10.3099254142,0.0,0.0,-16.0840538248,,26.154056908,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-47.6196615588196,-72.9714930120008,-3.39991856890265e-09,-1.13684539900001,-21.95258797244,-6.9406861005,0.0,109.1937175257,,-53.8117666767002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.31777563260645,-1.97666344890968,-9.21316249390111
ZINC000003794601_Citalopram_2_Escitalopram,-19.6379372622996,-79.319676253599,7.54325147024997,0.0,-20.6026553725201,-0.897697543,0.0,113.9279266357,,-40.2890862751001,11.0924692799,0.8669881193,7.54325147705,0.0,0.18562057798,0.0,0.0,-0.5351752694,,3.031784375,28.0344314623,20.1916773536,9.75275828975,0.0,-5.21199211048,0.0,0.0,-15.2237871057,,18.5257750351,-14643.4667326,-10516.4878319,1449.10188593,-199.585524672,-859.24338992,-37.381238399,-48.8536313209,-2572.80725762,,-1858.20974473,28.0344314623,20.1916773536,9.75275828975,0.0,-5.21199211048,0.0,0.0,-15.2237871057,,18.5257750351,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-30.7304065421995,-80.186664372899,-6.7998371378053e-09,0.0,-20.7882759505001,-0.897697543,0.0,114.4631019051,,-43.3208706501002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.818247385929167,-1.22737107889375,-4.70025951309119
ZINC000100153731_Cariprazin,-49.2434802567004,-81.2690070233984,5.43058966830017,-0.885943388000015,-25.08239922496,-3.0444266227,0.0,108.2169317751,,-52.6092255257001,5.3495800494,-0.118554359599999,5.4305896698,0.0,-0.317205802189999,0.0,0.0,-0.1743595867,,0.529110128199999,34.2870204567,14.2104612234,21.9420702717,0.0,-4.89889981904,0.0,0.0,-17.3529926151,,20.3863813957,-14666.8196866,-10524.4183788,1459.17853611,-200.47146806,-863.410041481,-39.5279674787,-48.8536313209,-2580.64745799,,-1868.66927762,34.2870204567,14.2104612234,21.9420702717,0.0,-4.89889981904,0.0,0.0,-17.3529926151,,20.3863813957,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-54.5930603061006,-81.1504526637982,-1.49975676322356e-09,-0.885943388000015,-24.76519342277,-3.0444266227,0.0,108.3912913618,,-53.1383356539002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.75869572345357,-2.63804358518036,-11.3668410946529
ZINC000000000509_mirtazapin,-43.6983109396988,-145.440887586401,3.0584893739001,-0.412416067999999,-21.8820905162601,-3.4706489565,0.0,155.6897416215,,-31.2404988363,2.50885650430001,-0.412049914999997,3.0584893807,0.0,0.15211565616,0.0,0.0,0.0958770530999971,,-0.385575670500003,40.1924729397,64.9774381864,20.8933891661,0.0,-4.88784014774,0.0,0.0,-68.5423992015,,27.7518849363,-14655.3690648,-10537.8232824,1455.75775471,-199.99794074,-860.198673101,-39.9541898125,-48.8536313209,-2584.36405473,,-1839.93504739,40.1924729397,64.9774381864,20.8933891661,0.0,-4.88784014774,0.0,0.0,-68.5423992015,,27.7518849363,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-46.2071674439994,-145.0288376714,-6.7998371378053e-09,-0.412416067999999,-22.0342061724201,-3.4706489565,0.0,155.5938645684,,-30.8549231658001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.184915546985,-3.2773733204775,-10.9362459614524
115237,-43.735796382889,-69.2105845655988,2.70573195530005,-1.09879529,-14.6919618862,-6.0434570131,0.0,93.7894630774003,,-49.1861926809001,4.69001660278,1.401056187,2.7056802871,0.0,0.22381811247,0.0,0.0,-0.129545140599998,,0.4890071568,1.21608598289,-32.0710416344,22.3000173347,0.0,-2.7007863208,0.0,0.0,-19.9116466874,,33.5995432909,-14694.3829372,-10558.6414592,1456.81162546,-200.684319962,-850.821490644,-42.5269978691,-48.8536313209,-2597.63358076,,-1852.03308288,1.21608598289,-32.0710416344,22.3000173347,0.0,-2.7007863208,0.0,0.0,-19.9116466874,,33.5995432909,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-48.4258129856698,-70.6116407525988,5.16682000579749e-05,-1.09879529,-14.91577999867,-6.0434570131,0.0,93.9190082180003,,-49.6751998377001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.41083214138387,-2.11624821207581,-9.8637624255342
ZINC000004214700_paliperidon_1,-43.6274954270611,-69.2122003501991,2.64996848080023,-1.101221385,-14.67878116307,-6.0281378153,0.0,93.8862548487,,-49.1433780582001,4.73875383766,1.4334182662,2.6499684797,0.0,0.23138164619,0.0,0.0,-0.0832656133,,0.507251058999998,1.16643552706,-32.0852155498,22.3356971892,0.0,-2.70895025193,0.0,0.0,-19.9640348087,,33.5889389482,-14694.3242867,-10558.6572489,1456.79154184,-200.686746057,-850.816473852,-42.5116786713,-48.8536313209,-2597.58917711,,-1852.0008726,1.16643552706,-32.0852155498,22.3356971892,0.0,-2.70895025193,0.0,0.0,-19.9640348087,,33.5889389482,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-48.36624926472,-70.6456186163978,1.10003384179436e-09,-1.101221385,-14.91016280926,-6.0281378153,0.0,93.9695204619998,,-49.6506291172002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.40733856216452,-2.11100784324677,-9.8393372409756
ZINC000001851149 (1)_Arepiprazole,-36.4485074821005,-125.149659358209,5.89473657570011,-0.859402989000017,-28.5895947356501,-2.4270053261,0.0,157.8054686675,,-43.1230503985003,7.51280471141,0.243070247189999,5.8947365742,0.0,-0.290132717300001,0.0,0.0,-0.133029407099997,,1.7981600144,-16.3793364179,-9.85726934179,17.8501031343,0.0,-5.25749030135,0.0,0.0,-47.6283442075,,28.5136642985,-14704.6910707,-10592.3667617,1455.55071588,-200.444927661,-867.275827474,-38.9105461821,-48.8536313209,-2561.33427269,,-1851.05581959,-16.3793364179,-9.85726934179,17.8501031343,0.0,-5.25749030135,0.0,0.0,-47.6283442075,,28.5136642985,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-43.9613121935108,-125.392729605399,1.50021151057445e-09,-0.859402989000017,-28.29946201835,-2.4270053261,0.0,157.9384980746,,-44.9212104129001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.21495024940333,-1.822425374105,-8.28149803823042
ZINC000001851149,-36.4485075533994,-125.149659334758,5.89473657570011,-0.859402989000017,-28.5895947356501,-2.42700532590001,0.0,157.8054686629,,-43.1230503986001,7.51280471033,0.243070247430001,5.8947365753,0.0,-0.290132717340001,0.0,0.0,-0.133029407100004,,1.7981600121,-16.3793364466,-9.85726936524,17.8501031343,0.0,-5.25749030135,0.0,0.0,-47.6283442129,,28.5136642986,-14704.6910708,-10592.3667617,1455.55071588,-200.444927661,-867.275827474,-38.9105461819,-48.8536313209,-2561.3342727,,-1851.05581959,-16.3793364466,-9.85726936524,17.8501031343,0.0,-5.25749030135,0.0,0.0,-47.6283442129,,28.5136642986,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-43.9613122637293,-125.392729582189,4.00177668780088e-10,-0.859402989000017,-28.29946201831,-2.42700532590001,0.0,157.93849807,,-44.9212104107003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.21495025178,-1.82242537767,-8.28149805443056
ZINC000000597013_donpezil_2,-42.5774456238996,-75.282324370999,2.41290139880016,-0.536849687,-23.55638574368,-3.802163557,0.0,104.1563970902,,-45.9690208252002,3.1878831945,-0.0817252933999981,2.4129014068,0.0,0.0351070758700001,0.0,0.0,-0.174750680599999,,0.9963506858,44.6291122239,27.662102671,14.6326676412,0.0,-4.55377536332,0.0,0.0,-16.2834964102,,23.1716136852,-14649.8115602,-10504.9800547,1448.85144521,-200.122374359,-861.538903544,-40.285704413,-48.8536313209,-2583.63849647,,-1859.24384063,44.6291122239,27.662102671,14.6326676412,0.0,-4.55377536332,0.0,0.0,-16.2834964102,,23.1716136852,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-45.7653288183992,-75.2005990775997,-7.99991539679468e-09,-0.536849687,-23.59149281955,-3.802163557,0.0,104.3311477708,,-46.9653715110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.52062305799643,-2.28093458699464,-9.8281245781211
ZINC000000538312_respridone,-32.2390489171994,-80.0386386186001,2.47548156419998,-0.761371168000011,-16.5419120438399,-5.6976750008,0.0,112.5916600294,,-44.2665936564001,4.9430355324,-1.6590138873,2.4754815689,0.0,0.65296568551,0.0,0.0,0.934518785800002,,2.5390833796,-27.1374901828,-60.4030217814,21.1449593758,0.0,-2.91576894416,0.0,0.0,-16.6369361194,,31.6732772864,-14711.2397659,-10597.8014934,1455.42631711,-200.34689584,-852.886423425,-42.1812158568,-48.8536313209,-2575.55667324,,-1849.03974986,-27.1374901828,-60.4030217814,21.1449593758,0.0,-2.91576894416,0.0,0.0,-16.6369361194,,31.6732772864,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-37.1820844495996,-78.3796247313003,-4.70004124508705e-09,-0.761371168000011,-17.19487772935,-5.6976750008,0.0,111.6571412436,,-46.8056770360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.07463496390667,-1.61195244586,-7.32506318656052
ZINC000100003201_damantadin_1,-25.8343085470005,-73.2640089175984,1.91347041600011,-0.658463785999999,-16.36089681524,0.0,0.0,81.7220408808998,,-19.1864502790002,1.14103638199992,-0.00618437319999998,1.91347041500001,0.0,0.00387611816,0.0,0.0,0.00205529880000022,,-0.772181077000027,618.650318747,-17.2048240824,481.380832864,0.0,-1.11021265276,0.0,0.0,-14.2107818309,,169.795304449,-14059.0472166,-10547.828666,1915.10017945,-200.243988458,-850.899851905,-36.483540856,-48.8536313209,-2604.0001381,,-1685.83757932,618.650318747,-17.2048240824,481.380832864,0.0,-1.11021265276,0.0,0.0,-14.2107818309,,169.795304449,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-26.9753449290001,-73.2578245443983,9.99989424599335e-10,-0.658463785999999,-16.3647729334,0.0,0.0,81.7199855821,,-18.414269202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.98725450361538,-2.98088175542308,-7.24675330742864
ZINC000003927822_lurasidon,-57.1630751158009,-77.9737636515001,7.74838047260005,-0.677064736000006,-21.4230738144799,-5.2230319451,0.0,93.7693410399997,,-53.3838624444002,12.2225423148,-0.451397212699998,7.7483804723,0.0,0.945397345000001,0.0,0.0,0.980640281699998,,2.9995214285,59.0117650158,21.6273990515,47.5959854374,0.0,-5.64393780752,0.0,0.0,-18.3565366,,13.7888549344,-14650.0145369,-10513.7061976,1487.15024208,-200.262589408,-860.495754059,-41.7065728011,-48.8536313209,-2596.09859271,,-1876.041441,59.0117650158,21.6273990515,47.5959854374,0.0,-5.64393780752,0.0,0.0,-18.3565366,,13.7888549344,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-69.3856174306002,-77.5223664387995,3.00133251585066e-10,-0.677064736000006,-22.36847115948,-5.2230319451,0.0,92.7887007582999,,-56.3833838729001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.63323071759429,-2.44984607639143,-12.5485636540164
ZINC000019203912_fluphenazin,-32.9552106800002,-10.6270832398986,3.23739143030002,-1.33734488100001,-26.08022737563,-4.9521195577,0.0,53.5276459211,,-46.7234730655002,6.69473095800001,0.646824468600002,3.2373914384,0.0,0.47360486237,0.0,0.0,-0.23550712081,,2.57241731040001,105.69609338,60.9925176399,21.0266411097,0.0,-5.10393838437,0.0,0.0,-6.6587667511,,35.4396397655,-14579.1223441,-10406.9943986,1456.06990871,-200.922869553,-864.612908197,-41.4356604137,-48.8536313209,-2624.64251798,,-1847.73026679,105.69609338,60.9925176399,21.0266411097,0.0,-5.10393838437,0.0,0.0,-6.6587667511,,35.4396397655,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-39.6499416379993,-11.2739077084989,-8.0999598139897e-09,-1.33734488100001,-26.553832238,-4.9521195577,0.0,53.7631530419103,,-49.2958903759002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.09850702266667,-1.647760534,-7.48778294227607
