title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
ZINC000000004785_carbamazepin,-32.3291504887948,-7.89639189689842,1.04355693590014,-0.518928563000003,-23.30407046938,-3.5232313256,0.0,31.25757435983,,-29.3876595971999,2.559146375755,0.833600512799997,1.0435569378,0.0,0.10485509797,0.0,0.0,-0.308434684220002,,0.885568511399999,-0.780993911205,-43.4403758031,26.2292941141,0.0,-2.96179526962,0.0,0.0,-8.54853721983,,27.9404202672,-14684.9733712,-10508.6966007,1459.07872722,-200.104453235,-859.694608176,-40.0067721816,-48.8536313209,-2648.80236001,,-1837.89367282,-0.780993911205,-43.4403758031,26.2292941141,0.0,-2.96179526962,0.0,0.0,-8.54853721983,,27.9404202672,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-34.8882968645503,-8.72999240969875,-1.89993443200365e-09,-0.518928563000003,-23.40892556735,-3.5232313256,0.0,31.5660090440501,,-30.2732281086001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.79606391604444,-2.69409587406667,-8.31004143066342
ZINC000001846088_amisulpride_2,-46.6180332819004,-84.1035681501999,8.87899141839989,-2.94346240600001,-16.824600071394,-0.620902032300002,0.0,93.6357315649998,,-44.6402236297001,11.93657214,6.270025886,8.8789914236,0.0,-0.216574139664,0.0,0.0,-3.3280125079,,0.3321414779,-90.2593589181,-98.1736126498,19.5064918416,0.0,-0.940452884606,0.0,0.0,-26.554700015,,15.9029147897,-14788.740619,-10639.6370138,1460.19135943,-202.528987078,-851.193795393,-37.1044428883,-48.8536313209,-2604.4303656,,-1865.18374233,-90.2593589181,-98.1736126498,19.5064918416,0.0,-0.940452884606,0.0,0.0,-26.554700015,,15.9029147897,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-58.5546054218994,-90.3735940362003,-5.20003595738672e-09,-2.94346240600001,-16.60802593173,-0.620902032300002,0.0,96.9637440728998,,-44.9723651076001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.864721331276,-2.797081996914,-11.0498709175344
ZINC000000527386_paroxetin,-27.3627929286704,-66.7888666463004,0.422971840999935,-1.575261703,-17.55320070432,-3.12916305890001,0.0,97.1040943681996,,-35.8433669692001,8.09234336393,-0.5371193347,0.422971844800003,0.0,4.66304140642,0.0,0.0,-0.0904528071000001,,3.6339022545,7.26253972867,-11.6660115537,26.507909609,0.0,-9.04181853768,0.0,0.0,-16.3404688282,,17.8029290392,-14671.96348,-10535.8147112,1458.73675762,-201.160786375,-860.023761679,-39.6127039149,-48.8536313209,-2590.74777161,,-1854.48687142,7.26253972867,-11.6660115537,26.507909609,0.0,-9.04181853768,0.0,0.0,-16.3404688282,,17.8029290392,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-35.4551362925995,-66.2517473116004,-3.80009623768274e-09,-1.575261703,-22.21624211074,-3.12916305890001,0.0,97.1945471752997,,-39.4772692237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.14011637202917,-1.71017455804375,-6.54917194458963
ZINC000019203912_fluphenazin,-63.887989200799,-131.2710703133,1.21298875690013,-1.85050897600001,-29.9271121786501,-4.97691235590001,0.0,156.1322246572,,-53.2075988009001,2.56235472909999,0.220117279200011,1.2129887586,0.0,0.05721426741,0.0,0.0,-0.182284894400006,,1.2543193184,64.0975274008,65.4955614133,16.8337438831,0.0,-5.37080486935,0.0,0.0,-44.0927202172,,31.2317471909,-14651.6536886,-10523.1353419,1449.85260881,-201.436033648,-868.726659485,-41.4604532119,-48.8536313209,-2559.47189271,,-1858.4222851,64.0975274008,65.4955614133,16.8337438831,0.0,-5.37080486935,0.0,0.0,-44.0927202172,,31.2317471909,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-66.4503439298987,-131.491187592501,-1.6998455976136e-09,-1.85050897600001,-29.9843264460601,-4.97691235590001,0.0,156.3145095516,,-54.4619181193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.12959964002667,-3.19439946004,-14.5160472618186
ZINC000001851149 (1)_Arepiprazole,-58.5786511503993,-136.396636035519,-0.74659121109994,-1.18124441000001,-23.23337580947,-3.7343119185,0.0,161.392076941,,-54.6785687823001,3.1196574618,-1.39490192422,-0.7465912041,0.0,2.7252113521,0.0,0.0,-0.202216063599998,,2.7381553017,-19.1315123496,-9.32273446448,22.6656648811,0.0,-9.43700652753,0.0,0.0,-46.626801481,,23.5893652423,-14729.5733903,-10603.0792035,1453.72494984,-200.766769082,-866.099124774,-40.2178527745,-48.8536313209,-2556.74612169,,-1867.53563703,-19.1315123496,-9.32273446448,22.6656648811,0.0,-9.43700652753,0.0,0.0,-46.626801481,,23.5893652423,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-61.6983086122,-135.0017341113,-6.99992597219534e-09,-1.18124441000001,-25.95858716157,-3.7343119185,0.0,161.5942930046,,-57.4167240840002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.95262170501333,-2.92893255752,-13.3097078068962
ZINC000001851149,-58.6042574721996,-136.043251444698,-1.17013908159993,-1.18124466700002,-23.19395036709,-3.7343125585,0.0,161.084793643,,-54.3661530038003,3.0940474047,-1.0415392598,-1.170139077,0.0,2.76463775835,0.0,0.0,-0.509485206299999,,3.0505731895,-19.1059119278,-9.6761195553,23.0892112416,0.0,-9.47643250491,0.0,0.0,-46.319519153,,23.2769480438,-14729.5733962,-10603.079204,1453.72494833,-200.766769339,-866.099125309,-40.2178534145,-48.8536313209,-2556.74612266,,-1867.53563845,-19.1059119278,-9.6761195553,23.0892112416,0.0,-9.47643250491,0.0,0.0,-46.319519153,,23.2769480438,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-61.6983048768998,-135.0017121849,-4.59999682789203e-09,-1.18124466700002,-25.95858812544,-3.7343125585,0.0,161.5942788493,,-57.4167261933003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.95347524907333,-2.93021287361,-13.3155258422124
ZINC000000000509_mirtazapin,-37.4101855628996,-65.9481037883688,3.91203149329999,-0.143074205000005,-22.9401014684,-2.994237957,0.0,80.8387246880998,,-30.1354243185001,4.2087084369,-0.2995449827,3.9120314966,0.0,0.17612297308,0.0,0.0,0.196650373000001,,0.223448576899997,32.8011176629,1.94638918837,19.0464247067,0.0,-4.2840177526,0.0,0.0,-13.9770019381,,30.0693234585,-14656.4722947,-10521.3615476,1454.76433237,-199.728598877,-860.652861658,-39.477778813,-48.8536313209,-2604.6496744,,-1836.51253435,32.8011176629,1.94638918837,19.0464247067,0.0,-4.2840177526,0.0,0.0,-13.9770019381,,30.0693234585,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-41.6188939997992,-65.6485588056694,-3.30010152538307e-09,-0.143074205000005,-23.11622444148,-2.994237957,0.0,80.6420743150998,,-30.3588728954001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.870509278145,-2.8057639172175,-9.36253557589474
ZINC000001530776_pentoxifylin,-63.4281372387995,-128.658727448699,1.04759382241014,-0.912919743000003,-16.9128876403801,-3.9540232123,0.0,118.3234261778,,-32.3605991960001,3.6530047689,0.878501392699999,1.04759382475,0.0,-0.00294133135999997,0.0,0.0,-0.526066285200002,,2.2559171679,-40.2844236612,-14.8780707513,6.85947440759,0.0,-1.08286460562,0.0,0.0,-46.4238712478,,15.240908536,-14755.5757877,-10600.8966312,1439.7129444,-200.498444415,-851.424494683,-40.4375640683,-48.8536313209,-2599.61184222,,-1853.56612415,-40.2844236612,-14.8780707513,6.85947440759,0.0,-1.08286460562,0.0,0.0,-46.4238712478,,15.240908536,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-67.0811420076989,-129.537228841398,-2.3399024939863e-09,-0.912919743000003,-16.90994630902,-3.9540232123,0.0,118.849492463,,-34.6165163639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.17140686194,-4.75711029291,-15.8739707508942
5002,-24.2791679709007,-75.4511641062982,16.1249518573002,-1.03037131100001,-25.3322523547901,-4.3606321412,0.0,114.8510727111,,-49.0807726151002,15.5488137996,2.0046015323,16.1249518567,0.0,0.670100332950001,0.0,0.0,-1.7000719006,,-1.5507680217,70.2941627709,26.0145670063,37.8641781027,0.0,-4.67506511221,0.0,0.0,-20.4049902611,,31.4954730351,-14605.848232,-10506.7964301,1485.79500613,-200.615895983,-863.436059904,-40.8441729972,-48.8536313209,-2577.0653147,,-1854.03173307,70.2941627709,26.0145670063,37.8641781027,0.0,-4.67506511221,0.0,0.0,-20.4049902611,,31.4954730351,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-39.8279817705006,-77.4557656385987,6.00039129494689e-10,-1.03037131100001,-26.00235268774,-4.3606321412,0.0,116.5511446117,,-47.5300045934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.899228443366667,-1.34884266505,-5.65179003025846
ZINC000019632628_ziprazidon,-24.2502454213991,-75.4618932455996,16.1611890414001,-1.02961039300001,-25.33238802352,-4.3844162531,0.0,114.9034748242,,-49.1066014687999,15.6248567002,1.993889316,16.1611890449,0.0,0.668469592699999,0.0,0.0,-1.6392041815,,-1.5594870719,70.2545554214,26.0356583456,37.8676904986,0.0,-4.67454052748,0.0,0.0,-20.4756087242,,31.5013558288,-14605.8589168,-10506.7860679,1485.83475571,-200.615135065,-863.435670988,-40.8679571091,-48.8536313209,-2577.08353105,,-1854.05167913,70.2545554214,26.0356583456,37.8676904986,0.0,-4.67454052748,0.0,0.0,-20.4756087242,,31.5013558288,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-39.8751021215994,-77.4557825615993,-3.49973561242223e-09,-1.02961039300001,-26.0008576162199,-4.3844162531,0.0,116.5426790057,,-47.5471143969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.89815723782963,-1.34723585674444,-5.64505733756035
ZINC000000004893_asenapin,-51.8748271646,-65.6859160203203,1.6439532027,-0.284104355000011,-29.3240662913501,-4.2807381825,0.0,79.455984148,,-33.3999397176001,2.0793633379,0.10754098238,1.643953204,0.0,0.11249667306,0.0,0.0,-0.0193682868999989,,0.2347407655,30.6418321646,3.43293642032,24.5306687773,0.0,-4.87464450265,0.0,0.0,-13.570207698,,21.1230791676,-14673.0962218,-10519.6128126,1457.98049815,-199.869629027,-867.627453231,-40.7642790385,-48.8536313209,-2605.6256207,,-1848.72329404,30.6418321646,3.43293642032,24.5306687773,0.0,-4.87464450265,0.0,0.0,-13.570207698,,21.1230791676,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-53.9541905024998,-65.7934570026991,-1.3001226761844e-09,-0.284104355000011,-29.43656296441,-4.2807381825,0.0,79.4753524348998,,-33.6346804831001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.59374135823,-3.890612037345,-12.982558292991
ZINC000002000919_Rolipram,-47.5702863909992,-11.2069723875011,1.13349621380007,-0.795109738999997,-27.14546388643,-2.7033910008,0.0,30.2560641687701,,-37.1089097337001,2.5692484005,0.314496954200003,1.1334962206,0.0,0.03106893594,0.0,0.0,0.13196547586,,0.958220813800001,-11.732569209,-36.8148603125,24.4525945762,0.0,-3.40601449757,0.0,0.0,-9.12569332877,,13.1614043537,-14711.1660824,-10505.3816657,1457.39196696,-200.380634411,-863.980220821,-39.1869318568,-48.8536313209,-2650.38102631,,-1860.39393887,-11.732569209,-36.8148603125,24.4525945762,0.0,-3.40601449757,0.0,0.0,-9.12569332877,,13.1614043537,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-50.1395347914986,-11.5214693417001,-6.7998371378053e-09,-0.795109738999997,-27.17653282237,-2.7033910008,0.0,30.1240986929101,,-38.0671305475003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.37851431955,-3.567771479325,-11.9052737106154
ZINC000019796168_sildenafil,-57.3719329141004,-67.9101211784,6.07034150630011,-1.692726749,-21.20001007757,-5.3131228056,0.0,84.4144351023001,,-51.7407287478002,13.099306772,3.1151347525,6.0703415082,0.0,2.73306701793,0.0,0.0,-1.1286745447,,2.3094380379,-57.6357623859,-85.5704178216,28.0599976137,0.0,-7.49858892343,0.0,0.0,-17.5708611023,,24.9441078478,-14766.8709221,-10610.840372,1465.93621529,-201.278251421,-862.127341438,-41.7966636616,-48.8536313209,-2604.66782315,,-1863.24305439,-57.6357623859,-85.5704178216,28.0599976137,0.0,-7.49858892343,0.0,0.0,-17.5708611023,,24.9441078478,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-70.4712396861014,-71.0252559308992,-1.89993443200365e-09,-1.692726749,-23.9330770955,-5.3131228056,0.0,85.5431096470002,,-54.0501667857002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.73854342163939,-2.60781513245909,-12.7592208241253
4748,-21.7236580541994,-24.3718571076006,-0.225479723699891,-0.629559881000006,-24.64098836833,-4.94341436360001,0.0,69.8301383846201,,-36.7424969642002,5.9341154275,-2.8763666001,-0.225479721100001,0.0,2.4369372914,0.0,0.0,-0.42347645783,,7.02250091519999,82.0383090542,41.6964614076,26.0953863437,0.0,-8.48199373667,0.0,0.0,-5.92818640462,,28.6566414442,-14591.5485758,-10440.0352287,1457.67578279,-200.215084553,-866.551724542,-41.4269552196,-48.8536313209,-2607.60944517,,-1844.53228901,82.0383090542,41.6964614076,26.0953863437,0.0,-8.48199373667,0.0,0.0,-5.92818640462,,28.6566414442,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-27.6577734817001,-21.4954905074992,-2.59979060501792e-09,-0.629559881000006,-27.07792565973,-4.94341436360001,0.0,70.2536148424501,,-43.7649978794002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.804579927933333,-1.2068698919,-5.05690945252438
ZINC000019203912_fluphenazin,-35.9146688204,-94.0461559028008,5.59706636240003,-1.29086339,-23.87742315081,-3.2949991756,0.0,118.9767974132,,-37.9790910314,7.2614554803,-0.451184076099999,5.5970663665,0.0,-0.146247629609999,0.0,0.0,0.0916956707000018,,2.1701251488,66.2220635204,42.0777439028,15.6459928576,0.0,-5.11793175819,0.0,0.0,-17.5400312832,,31.1562898014,-14621.5558321,-10509.328245,1453.04893539,-200.876388062,-862.424097346,-39.7785400316,-48.8536313209,-2570.07463102,,-1843.26923472,66.2220635204,42.0777439028,15.6459928576,0.0,-5.11793175819,0.0,0.0,-17.5400312832,,31.1562898014,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-43.1761243007004,-93.5949718267002,-4.10000211559236e-09,-1.29086339,-23.7311755212,-3.2949991756,0.0,118.8851017425,,-40.1492161802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.19715562734667,-1.79573344102,-8.16020407765408
ZINC000001530776_pentoxifylin,-41.4568738761009,-15.5606408182994,2.59800344717019,-0.562390796000017,-14.9092405836581,-4.036988522,0.0,25.2134014815902,,-34.1990180889002,4.1196822627,-0.308937159999999,2.59800344777,0.0,-0.089880359658,0.0,0.0,0.344277564960001,,1.5762187696,-76.3441009239,-88.2381402817,2.70496182283,0.0,-0.853870732342,0.0,0.0,-9.91632848159,,19.9592767489,-14769.6642016,-10561.1586141,1437.10884144,-200.147915468,-849.191853753,-40.520529378,-48.8536313209,-2656.21432415,,-1850.68617483,-76.3441009239,-88.2381402817,2.70496182283,0.0,-0.853870732342,0.0,0.0,-9.91632848159,,19.9592767489,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-45.5765561387998,-15.2517036582994,-5.99811755819246e-10,-0.562390796000017,-14.8193602240001,-4.036988522,0.0,24.8691239166301,,-35.7752368585002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.072843693805,-3.1092655407075,-10.3752881919755
ZINC000100153731_Cariprazin,-55.7746029687005,-145.8961437003,4.60697369080003,-0.892314378999998,-25.8279274731301,-1.9552157484,0.0,164.2219044421,,-50.0318798732001,6.1971179314,0.549830504300004,4.6069736927,0.0,-0.23208459001,0.0,0.0,-0.517885054899999,,1.7902833793,22.4292626687,33.0724751003,19.8096880792,0.0,-4.92910285187,0.0,0.0,-44.7245387221,,19.2007410632,-14685.2085671,-10570.1835016,1456.22253794,-200.477839051,-864.185772762,-38.4387566044,-48.8536313209,-2552.01403143,,-1867.2775723,22.4292626687,33.0724751003,19.8096880792,0.0,-4.92910285187,0.0,0.0,-44.7245387221,,19.2007410632,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-61.971720900101,-146.4459742046,-1.89993443200365e-09,-0.892314378999998,-25.5958428831201,-1.9552157484,0.0,164.739789497,,-51.8221632525001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.991950106025,-2.9879251590375,-12.8744159786779
ZINC000001853550_sertralin,-40.7474438034005,-64.14720059908,2.01860977299998,-0.520570184999997,-23.88384887445,-2.8258255871,0.0,80.8733663562002,,-32.2619746541002,3.3061433899,0.572579315220001,2.0186097744,0.0,-0.00658745394999993,0.0,0.0,-0.115543690600001,,0.837085444700001,23.6338931034,9.66540149908,11.290039547,0.0,-5.57856429055,0.0,0.0,-13.8063569462,,22.0633732941,-14668.9767775,-10511.8416321,1445.11452549,-200.106094857,-862.891155602,-39.3093664431,-48.8536313209,-2604.44438774,,-1846.64503485,23.6338931034,9.66540149908,11.290039547,0.0,-5.57856429055,0.0,0.0,-13.8063569462,,22.0633732941,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-44.0535871933007,-64.7197799142996,-1.39993971970398e-09,-0.520570184999997,-23.8772614205001,-2.8258255871,0.0,80.9889100467999,,-33.0990600988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.03737219017,-3.056058285255,-10.1977412433485
4748,-52.2502625853995,-76.8816853762,-3.61427248529981,-1.40414687200001,-26.89329370164,-4.9903529463,0.0,105.2814714039,,-43.7479826251001,5.4179989488,0.769856969700001,-3.614272485,0.0,2.38737053176,0.0,0.0,-0.784271454099997,,6.6593153866,62.1490349854,34.6873604762,25.3695710953,0.0,-7.97336354736,0.0,0.0,-17.1884237239,,27.2538906851,-14641.9644544,-10499.5541579,1453.56117478,-200.989671544,-868.295399686,-41.4738938023,-48.8536313209,-2583.41834947,,-1852.94052543,62.1490349854,34.6873604762,25.3695710953,0.0,-7.97336354736,0.0,0.0,-17.1884237239,,27.2538906851,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-57.6682615341997,-77.6515423459005,-2.99905877909623e-10,-1.40414687200001,-29.2806642334,-4.9903529463,0.0,106.065742858,,-50.4072980117001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.93519491057037,-2.90279236585556,-12.1629997169793
ZINC000001530695_thioridazin,-48.3637203424005,-71.1448563200593,2.86020070959989,-0.149432183000016,-26.68274144816,-4.94628959950001,0.0,94.6619263401999,,-42.9625278948999,5.794438317,-0.46366030964,2.8602007104,0.0,1.78999417463,0.0,0.0,0.309485833800002,,1.298417908,34.9245982424,6.41840812006,25.4555778404,0.0,-8.72114967284,0.0,0.0,-16.2050497602,,27.9768117149,-14665.3023489,-10522.0862812,1460.12165472,-199.734956855,-868.832633558,-41.4298304555,-48.8536313209,-2593.05452057,,-1851.43214967,34.9245982424,6.41840812006,25.4555778404,0.0,-8.72114967284,0.0,0.0,-16.2050497602,,27.9768117149,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-54.1581586594002,-70.6811960104187,-7.9990059020929e-10,-0.149432183000016,-28.47273562279,-4.94628959950001,0.0,94.3524405063999,,-44.2609458029001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.934548813696,-2.901823220544,-11.4636510648926
ZINC000000004982_Rolipram,-49.6180583964997,-14.4606288652994,1.88623676590009,-0.831670989000003,-26.57219093049,-2.7787005003,0.0,31.0390065309302,,-37.9001104266001,3.43573523129,0.248755093199996,1.8862367696,0.0,0.2850018671,0.0,0.0,0.116205293149999,,0.899536208099999,-11.4713692035,-36.5552516347,24.4578281441,0.0,-3.42864220851,0.0,0.0,-9.01755157093,,13.0722480666,-14712.9526544,-10508.3757135,1458.14994108,-200.417195661,-863.429575576,-39.2622413563,-48.8536313209,-2649.48994219,,-1861.27429585,-11.4713692035,-36.5552516347,24.4578281441,0.0,-3.42864220851,0.0,0.0,-9.01755157093,,13.0722480666,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-53.0537936277906,-14.7093839584995,-3.70005182048772e-09,-0.831670989000003,-26.8571927975901,-2.7787005003,0.0,30.9228012377798,,-38.7996466347001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.480902919825,-3.7213543797375,-12.4177635035511
ZINC000100153731_Cariprazin,-50.1603238973003,-143.907865244299,5.35768804689997,-1.31421034500002,-25.0190980628,-2.7894440608,0.0,162.987447724,,-45.4748420681001,9.4660306128,0.462772421099999,5.3576880473,0.0,0.27587687744,0.0,0.0,-0.594549926299997,,3.9642431932,25.6293760973,32.9543228443,23.4427497131,0.0,-5.2401401142,0.0,0.0,-44.869885594,,19.3423292481,-14676.3941746,-10568.3133754,1460.60631393,-200.899735017,-863.687980614,-39.2729849168,-48.8536313209,-2553.39383502,,-1862.57894631,25.6293760973,32.9543228443,23.4427497131,0.0,-5.2401401142,0.0,0.0,-44.869885594,,19.3423292481,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-59.6263545100992,-144.370637665399,-3.99950295104645e-10,-1.31421034500002,-25.2949749402401,-2.7894440608,0.0,163.5819976503,,-49.4390852613001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.79144013918929,-2.68716020878393,-11.5784755266024
ZINC000018324776_vardenafil,-55.2516677184994,-73.1515210076996,10.8703499837002,-1.711937135,-21.64064734479,-5.4333378688,0.0,88.9974762538,,-53.1820506326003,15.9128511623,1.61709410430001,10.8703499824,0.0,1.95306616546,0.0,0.0,0.3899312683,,1.0824096416,-67.5749997815,-89.0495309923,25.0450013963,0.0,-7.79979785421,0.0,0.0,-19.5381457038,,23.7674733726,-14774.6898943,-10619.560885,1467.72122755,-201.297461807,-862.869187636,-41.9168787248,-48.8536313209,-2602.0520666,,-1865.86101075,-67.5749997815,-89.0495309923,25.0450013963,0.0,-7.79979785421,0.0,0.0,-19.5381457038,,23.7674733726,-14651.8632268,-10457.359833,1431.80587617,-199.585524672,-833.428742437,-36.483540856,-48.8536313209,-2671.51139715,,-1836.44643349,-71.1645188807997,-74.7686151119997,1.3001226761844e-09,-1.711937135,-23.59371351025,-5.4333378688,0.0,88.6075449854998,,-54.2644602742002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.62504905054412,-2.43757357581618,-12.2066431558024
